Date,Time (GMT),Verified (ft)
2022/08/29,01:18,2.11
2022/08/29,01:24,2.11
2022/08/29,01:30,2.1
2022/08/29,01:36,2.08
2022/08/29,01:42,2.06
2022/08/29,01:48,2.02
2022/08/29,01:54,2
2022/08/29,02:00,1.98
2022/08/29,02:06,1.95
2022/08/29,02:12,1.94
2022/08/29,02:18,1.91
2022/08/29,02:24,1.89
2022/08/29,02:30,1.89
2022/08/29,02:36,1.87
2022/08/29,02:42,1.86
2022/08/29,02:48,1.87
2022/08/29,02:54,1.85
2022/08/29,03:00,1.85
2022/08/29,03:06,1.84
2022/08/29,03:12,1.81
2022/08/29,03:18,1.79
2022/08/29,03:24,1.77
2022/08/29,03:30,1.74
2022/08/29,03:36,1.72
2022/08/29,03:42,1.67
2022/08/29,03:48,1.65
2022/08/29,03:54,1.62
2022/08/29,04:00,1.58
2022/08/29,04:06,1.56
2022/08/29,04:12,1.52
2022/08/29,04:18,1.5
2022/08/29,04:24,1.47
2022/08/29,04:30,1.45
2022/08/29,04:36,1.44
2022/08/29,04:42,1.41
2022/08/29,04:48,1.38
2022/08/29,04:54,1.35
2022/08/29,05:00,1.33
2022/08/29,05:06,1.31
2022/08/29,05:12,1.3
2022/08/29,05:18,1.3
2022/08/29,05:24,1.29
2022/08/29,05:30,1.28
2022/08/29,05:36,1.27
2022/08/29,05:42,1.27
2022/08/29,05:48,1.26
2022/08/29,05:54,1.25
2022/08/29,06:00,1.25
2022/08/29,06:06,1.26
2022/08/29,06:12,1.26
2022/08/29,06:18,1.26
2022/08/29,06:24,1.26
2022/08/29,06:30,1.25
2022/08/29,06:36,1.26
2022/08/29,06:42,1.25
2022/08/29,06:48,1.25
2022/08/29,06:54,1.29
2022/08/29,07:00,1.28
2022/08/29,07:06,1.29
2022/08/29,07:12,1.3
2022/08/29,07:18,1.28
2022/08/29,07:24,1.29
2022/08/29,07:30,1.3
2022/08/29,07:36,1.31
2022/08/29,07:42,1.32
2022/08/29,07:48,1.34
2022/08/29,07:54,1.37
2022/08/29,08:00,1.39
2022/08/29,08:06,1.42
2022/08/29,08:12,1.44
2022/08/29,08:18,1.45
2022/08/29,08:24,1.47
2022/08/29,08:30,1.49
2022/08/29,08:36,1.52
2022/08/29,08:42,1.56
2022/08/29,08:48,1.59
2022/08/29,08:54,1.61
2022/08/29,09:00,1.64
2022/08/29,09:06,1.67
2022/08/29,09:12,1.69
2022/08/29,09:18,1.74
2022/08/29,09:24,1.78
2022/08/29,09:30,1.81
2022/08/29,09:36,1.85
2022/08/29,09:42,1.87
2022/08/29,09:48,1.9
2022/08/29,09:54,1.93
2022/08/29,10:00,1.96
2022/08/29,10:06,1.99
2022/08/29,10:12,2.02
2022/08/29,10:18,2.05
2022/08/29,10:24,2.08
2022/08/29,10:30,2.1
2022/08/29,10:36,2.13
2022/08/29,10:42,2.15
2022/08/29,10:48,2.18
2022/08/29,10:54,2.2
2022/08/29,11:00,2.23
2022/08/29,11:06,2.25
2022/08/29,11:12,2.27
2022/08/29,11:18,2.29
2022/08/29,11:24,2.3
2022/08/29,11:30,2.32
2022/08/29,11:36,2.34
2022/08/29,11:42,2.36
2022/08/29,11:48,2.38
2022/08/29,11:54,2.39
2022/08/29,12:00,2.41
2022/08/29,12:06,2.42
2022/08/29,12:12,2.43
2022/08/29,12:18,2.44
2022/08/29,12:24,2.44
2022/08/29,12:30,2.44
2022/08/29,12:36,2.44
2022/08/29,12:42,2.44
2022/08/29,12:48,2.44
2022/08/29,12:54,2.43
2022/08/29,13:00,2.42
2022/08/29,13:06,2.42
2022/08/29,13:12,2.41
2022/08/29,13:18,2.4
2022/08/29,13:24,2.38
2022/08/29,13:30,2.38
2022/08/29,13:36,2.35
2022/08/29,13:42,2.33
2022/08/29,13:48,2.3
2022/08/29,13:54,2.28
2022/08/29,14:00,2.27
2022/08/29,14:06,2.23
2022/08/29,14:12,2.2
2022/08/29,14:18,2.17
2022/08/29,14:24,2.14
2022/08/29,14:30,2.13
2022/08/29,14:36,2.09
2022/08/29,14:42,2.06
2022/08/29,14:48,2.05
2022/08/29,14:54,2.01
2022/08/29,15:00,1.99
2022/08/29,15:06,1.96
2022/08/29,15:12,1.95
2022/08/29,15:18,1.91
2022/08/29,15:24,1.89
2022/08/29,15:30,1.87
2022/08/29,15:36,1.85
2022/08/29,15:42,1.83
2022/08/29,15:48,1.79
2022/08/29,15:54,1.77
2022/08/29,16:00,1.74
2022/08/29,16:06,1.7
2022/08/29,16:12,1.68
2022/08/29,16:18,1.65
2022/08/29,16:24,1.63
2022/08/29,16:30,1.6
2022/08/29,16:36,1.58
2022/08/29,16:42,1.55
2022/08/29,16:48,1.53
2022/08/29,16:54,1.51
2022/08/29,17:00,1.48
2022/08/29,17:06,1.46
2022/08/29,17:12,1.45
2022/08/29,17:18,1.45
2022/08/29,17:24,1.43
2022/08/29,17:30,1.39
2022/08/29,17:36,1.36
2022/08/29,17:42,1.33
2022/08/29,17:48,1.31
2022/08/29,17:54,1.31
2022/08/29,18:00,1.3
2022/08/29,18:06,1.27
2022/08/29,18:12,1.26
2022/08/29,18:18,1.24
2022/08/29,18:24,1.22
2022/08/29,18:30,1.21
2022/08/29,18:36,1.2
2022/08/29,18:42,1.18
2022/08/29,18:48,1.16
2022/08/29,18:54,1.15
2022/08/29,19:00,1.12
2022/08/29,19:06,1.11
2022/08/29,19:12,1.11
2022/08/29,19:18,1.1
2022/08/29,19:24,1.1
2022/08/29,19:30,1.1
2022/08/29,19:36,1.11
2022/08/29,19:42,1.11
2022/08/29,19:48,1.13
2022/08/29,19:54,1.12
2022/08/29,20:00,1.14
2022/08/29,20:06,1.15
2022/08/29,20:12,1.16
2022/08/29,20:18,1.18
2022/08/29,20:24,1.18
2022/08/29,20:30,1.21
2022/08/29,20:36,1.23
2022/08/29,20:42,1.24
2022/08/29,20:48,1.26
2022/08/29,20:54,1.29
2022/08/29,21:00,1.32
2022/08/29,21:06,1.36
2022/08/29,21:12,1.38
2022/08/29,21:18,1.41
2022/08/29,21:24,1.43
2022/08/29,21:30,1.45
2022/08/29,21:36,1.47
2022/08/29,21:42,1.5
2022/08/29,21:48,1.53
2022/08/29,21:54,1.56
2022/08/29,22:00,1.59
2022/08/29,22:06,1.62
2022/08/29,22:12,1.65
2022/08/29,22:18,1.68
2022/08/29,22:24,1.72
2022/08/29,22:30,1.75
2022/08/29,22:36,1.79
2022/08/29,22:42,1.81
2022/08/29,22:48,1.84
2022/08/29,22:54,1.86
2022/08/29,23:00,1.9
2022/08/29,23:06,1.92
2022/08/29,23:12,1.94
2022/08/29,23:18,1.97
2022/08/29,23:24,1.99
2022/08/29,23:30,2.01
2022/08/29,23:36,2.05
2022/08/29,23:42,2.07
2022/08/29,23:48,2.1
2022/08/29,23:54,2.11
2022/08/30,00:00,2.15
2022/08/30,00:06,2.18
2022/08/30,00:12,2.2
2022/08/30,00:18,2.22
2022/08/30,00:24,2.24
2022/08/30,00:30,2.26
2022/08/30,00:36,2.27
2022/08/30,00:42,2.28
2022/08/30,00:48,2.3
2022/08/30,00:54,2.31
2022/08/30,01:00,2.33
2022/08/30,01:06,2.34
2022/08/30,01:12,2.36
2022/08/30,01:18,2.36
2022/08/30,01:24,2.36
2022/08/30,01:30,2.37
2022/08/30,01:36,2.37
2022/08/30,01:42,2.38
2022/08/30,01:48,2.37
2022/08/30,01:54,2.36
2022/08/30,02:00,2.35
2022/08/30,02:06,2.34
2022/08/30,02:12,2.33
2022/08/30,02:18,2.32
2022/08/30,02:24,2.3
2022/08/30,02:30,2.29
2022/08/30,02:36,2.27
2022/08/30,02:42,2.25
2022/08/30,02:48,2.23
2022/08/30,02:54,2.19
2022/08/30,03:00,2.16
2022/08/30,03:06,2.12
2022/08/30,03:12,2.09
2022/08/30,03:18,2.07
2022/08/30,03:24,2.04
2022/08/30,03:30,2.02
2022/08/30,03:36,1.99
2022/08/30,03:42,1.96
2022/08/30,03:48,1.93
2022/08/30,03:54,1.9
2022/08/30,04:00,1.87
2022/08/30,04:06,1.85
2022/08/30,04:12,1.82
2022/08/30,04:18,1.8
2022/08/30,04:24,1.79
2022/08/30,04:30,1.76
2022/08/30,04:36,1.73
2022/08/30,04:42,1.72
2022/08/30,04:48,1.69
2022/08/30,04:54,1.69
2022/08/30,05:00,1.67
2022/08/30,05:06,1.65
2022/08/30,05:12,1.64
2022/08/30,05:18,1.62
2022/08/30,05:24,1.61
2022/08/30,05:30,1.6
2022/08/30,05:36,1.58
2022/08/30,05:42,1.56
2022/08/30,05:48,1.55
2022/08/30,05:54,1.53
2022/08/30,06:00,1.52
2022/08/30,06:06,1.51
2022/08/30,06:12,1.5
2022/08/30,06:18,1.48
2022/08/30,06:24,1.46
2022/08/30,06:30,1.44
2022/08/30,06:36,1.43
2022/08/30,06:42,1.42
2022/08/30,06:48,1.4
2022/08/30,06:54,1.39
2022/08/30,07:00,1.37
2022/08/30,07:06,1.37
2022/08/30,07:12,1.36
2022/08/30,07:18,1.36
2022/08/30,07:24,1.36
2022/08/30,07:30,1.36
2022/08/30,07:36,1.36
2022/08/30,07:42,1.36
2022/08/30,07:48,1.36
2022/08/30,07:54,1.37
2022/08/30,08:00,1.38
2022/08/30,08:06,1.4
2022/08/30,08:12,1.41
2022/08/30,08:18,1.43
2022/08/30,08:24,1.45
2022/08/30,08:30,1.46
2022/08/30,08:36,1.48
2022/08/30,08:42,1.5
2022/08/30,08:48,1.53
2022/08/30,08:54,1.56
2022/08/30,09:00,1.58
2022/08/30,09:06,1.6
2022/08/30,09:12,1.62
2022/08/30,09:18,1.64
2022/08/30,09:24,1.66
2022/08/30,09:30,1.68
2022/08/30,09:36,1.71
2022/08/30,09:42,1.74
2022/08/30,09:48,1.76
2022/08/30,09:54,1.78
2022/08/30,10:00,1.81
2022/08/30,10:06,1.83
2022/08/30,10:12,1.85
2022/08/30,10:18,1.87
2022/08/30,10:24,1.9
2022/08/30,10:30,1.92
2022/08/30,10:36,1.94
2022/08/30,10:42,1.96
2022/08/30,10:48,1.98
2022/08/30,10:54,2.01
2022/08/30,11:00,2.03
2022/08/30,11:06,2.06
2022/08/30,11:12,2.09
2022/08/30,11:18,2.11
2022/08/30,11:24,2.14
2022/08/30,11:30,2.17
2022/08/30,11:36,2.19
2022/08/30,11:42,2.22
2022/08/30,11:48,2.24
2022/08/30,11:54,2.26
2022/08/30,12:00,2.28
2022/08/30,12:06,2.3
2022/08/30,12:12,2.31
2022/08/30,12:18,2.33
2022/08/30,12:24,2.34
2022/08/30,12:30,2.34
2022/08/30,12:36,2.35
2022/08/30,12:42,2.36
2022/08/30,12:48,2.37
2022/08/30,12:54,2.37
2022/08/30,13:00,2.37
2022/08/30,13:06,2.38
2022/08/30,13:12,2.38
2022/08/30,13:18,2.38
2022/08/30,13:24,2.37
2022/08/30,13:30,2.36
2022/08/30,13:36,2.35
2022/08/30,13:42,2.34
2022/08/30,13:48,2.34
2022/08/30,13:54,2.33
2022/08/30,14:00,2.31
2022/08/30,14:06,2.3
2022/08/30,14:12,2.28
2022/08/30,14:18,2.27
2022/08/30,14:24,2.24
2022/08/30,14:30,2.22
2022/08/30,14:36,2.19
2022/08/30,14:42,2.16
2022/08/30,14:48,2.14
2022/08/30,14:54,2.1
2022/08/30,15:00,2.08
2022/08/30,15:06,2.06
2022/08/30,15:12,2.03
2022/08/30,15:18,2.01
2022/08/30,15:24,1.99
2022/08/30,15:30,1.97
2022/08/30,15:36,1.94
2022/08/30,15:42,1.91
2022/08/30,15:48,1.89
2022/08/30,15:54,1.87
2022/08/30,16:00,1.84
2022/08/30,16:06,1.81
2022/08/30,16:12,1.79
2022/08/30,16:18,1.76
2022/08/30,16:24,1.74
2022/08/30,16:30,1.71
2022/08/30,16:36,1.68
2022/08/30,16:42,1.66
2022/08/30,16:48,1.62
2022/08/30,16:54,1.61
2022/08/30,17:00,1.58
2022/08/30,17:06,1.56
2022/08/30,17:12,1.54
2022/08/30,17:18,1.53
2022/08/30,17:24,1.51
2022/08/30,17:30,1.49
2022/08/30,17:36,1.46
2022/08/30,17:42,1.45
2022/08/30,17:48,1.42
2022/08/30,17:54,1.42
2022/08/30,18:00,1.41
2022/08/30,18:06,1.38
2022/08/30,18:12,1.36
2022/08/30,18:18,1.35
2022/08/30,18:24,1.33
2022/08/30,18:30,1.31
2022/08/30,18:36,1.29
2022/08/30,18:42,1.29
2022/08/30,18:48,1.27
2022/08/30,18:54,1.26
2022/08/30,19:00,1.24
2022/08/30,19:06,1.23
2022/08/30,19:12,1.21
2022/08/30,19:18,1.2
2022/08/30,19:24,1.2
2022/08/30,19:30,1.18
2022/08/30,19:36,1.18
2022/08/30,19:42,1.18
2022/08/30,19:48,1.16
2022/08/30,19:54,1.16
2022/08/30,20:00,1.16
2022/08/30,20:06,1.16
2022/08/30,20:12,1.16
2022/08/30,20:18,1.16
2022/08/30,20:24,1.17
2022/08/30,20:30,1.17
2022/08/30,20:36,1.17
2022/08/30,20:42,1.14
2022/08/30,20:48,1.14
2022/08/30,20:54,1.12
2022/08/30,21:00,1.12
2022/08/30,21:06,1.15
2022/08/30,21:12,1.14
2022/08/30,21:18,1.16
2022/08/30,21:24,1.17
2022/08/30,21:30,1.18
2022/08/30,21:36,1.22
2022/08/30,21:42,1.25
2022/08/30,21:48,1.29
2022/08/30,21:54,1.29
2022/08/30,22:00,1.3
2022/08/30,22:06,1.3
2022/08/30,22:12,1.31
2022/08/30,22:18,1.36
2022/08/30,22:24,1.41
2022/08/30,22:30,1.51
2022/08/30,22:36,1.61
2022/08/30,22:42,1.72
2022/08/30,22:48,1.79
2022/08/30,22:54,1.82
2022/08/30,23:00,1.85
2022/08/30,23:06,1.87
2022/08/30,23:12,1.92
2022/08/30,23:18,1.99
2022/08/30,23:24,2.03
2022/08/30,23:30,2.06
2022/08/30,23:36,2.08
2022/08/30,23:42,2.09
2022/08/30,23:48,2.1
2022/08/30,23:54,2.13
2022/08/31,00:00,2.17
2022/08/31,00:06,2.17
2022/08/31,00:12,2.17
2022/08/31,00:18,2.17
2022/08/31,00:24,2.17
2022/08/31,00:30,2.18
2022/08/31,00:36,2.19
2022/08/31,00:42,2.19
2022/08/31,00:48,2.19
2022/08/31,00:54,2.19
2022/08/31,01:00,2.2
2022/08/31,01:06,2.24
2022/08/31,01:12,2.28
2022/08/31,01:18,2.32
2022/08/31,01:24,2.34
2022/08/31,01:30,2.37
2022/08/31,01:36,2.38
2022/08/31,01:42,2.4
2022/08/31,01:48,2.41
2022/08/31,01:54,2.43
2022/08/31,02:00,2.44
2022/08/31,02:06,2.44
2022/08/31,02:12,2.43
2022/08/31,02:18,2.42
2022/08/31,02:24,2.42
2022/08/31,02:30,2.4
2022/08/31,02:36,2.4
2022/08/31,02:42,2.38
2022/08/31,02:48,2.36
2022/08/31,02:54,2.34
2022/08/31,03:00,2.3
2022/08/31,03:06,2.26
2022/08/31,03:12,2.22
2022/08/31,03:18,2.17
2022/08/31,03:24,2.13
2022/08/31,03:30,2.08
2022/08/31,03:36,2.06
2022/08/31,03:42,2.02
2022/08/31,03:48,1.99
2022/08/31,03:54,1.97
2022/08/31,04:00,1.92
2022/08/31,04:06,1.9
2022/08/31,04:12,1.86
2022/08/31,04:18,1.83
2022/08/31,04:24,1.8
2022/08/31,04:30,1.77
2022/08/31,04:36,1.75
2022/08/31,04:42,1.73
2022/08/31,04:48,1.72
2022/08/31,04:54,1.7
2022/08/31,05:00,1.67
2022/08/31,05:06,1.65
2022/08/31,05:12,1.63
2022/08/31,05:18,1.63
2022/08/31,05:24,1.61
2022/08/31,05:30,1.59
2022/08/31,05:36,1.58
2022/08/31,05:42,1.55
2022/08/31,05:48,1.52
2022/08/31,05:54,1.5
2022/08/31,06:00,1.46
2022/08/31,06:06,1.45
2022/08/31,06:12,1.42
2022/08/31,06:18,1.39
2022/08/31,06:24,1.37
2022/08/31,06:30,1.32
2022/08/31,06:36,1.29
2022/08/31,06:42,1.25
2022/08/31,06:48,1.23
2022/08/31,06:54,1.21
2022/08/31,07:00,1.19
2022/08/31,07:06,1.16
2022/08/31,07:12,1.13
2022/08/31,07:18,1.1
2022/08/31,07:24,1.08
2022/08/31,07:30,1.05
2022/08/31,07:36,1.04
2022/08/31,07:42,1.03
2022/08/31,07:48,1.01
2022/08/31,07:54,1
2022/08/31,08:00,0.99
2022/08/31,08:06,0.98
2022/08/31,08:12,0.97
2022/08/31,08:18,0.97
2022/08/31,08:24,0.97
2022/08/31,08:30,0.96
2022/08/31,08:36,0.97
2022/08/31,08:42,0.96
2022/08/31,08:48,0.96
2022/08/31,08:54,0.96
2022/08/31,09:00,0.95
2022/08/31,09:06,0.96
2022/08/31,09:12,0.97
2022/08/31,09:18,0.98
2022/08/31,09:24,0.99
2022/08/31,09:30,0.99
2022/08/31,09:36,0.99
2022/08/31,09:42,0.99
2022/08/31,09:48,1
2022/08/31,09:54,1.02
2022/08/31,10:00,1.04
2022/08/31,10:06,1.05
2022/08/31,10:12,1.05
2022/08/31,10:18,1.06
2022/08/31,10:24,1.08
2022/08/31,10:30,1.09
2022/08/31,10:36,1.12
2022/08/31,10:42,1.14
2022/08/31,10:48,1.15
2022/08/31,10:54,1.18
2022/08/31,11:00,1.2
2022/08/31,11:06,1.21
2022/08/31,11:12,1.23
2022/08/31,11:18,1.24
2022/08/31,11:24,1.25
2022/08/31,11:30,1.26
2022/08/31,11:36,1.27
2022/08/31,11:42,1.3
2022/08/31,11:48,1.31
2022/08/31,11:54,1.32
2022/08/31,12:00,1.34
2022/08/31,12:06,1.35
2022/08/31,12:12,1.36
2022/08/31,12:18,1.37
2022/08/31,12:24,1.39
2022/08/31,12:30,1.39
2022/08/31,12:36,1.4
2022/08/31,12:42,1.4
2022/08/31,12:48,1.4
2022/08/31,12:54,1.4
2022/08/31,13:00,1.41
2022/08/31,13:06,1.4
2022/08/31,13:12,1.4
2022/08/31,13:18,1.4
2022/08/31,13:24,1.4
2022/08/31,13:30,1.38
2022/08/31,13:36,1.36
2022/08/31,13:42,1.36
2022/08/31,13:48,1.36
2022/08/31,13:54,1.36
2022/08/31,14:00,1.35
2022/08/31,14:06,1.35
2022/08/31,14:12,1.34
2022/08/31,14:18,1.33
2022/08/31,14:24,1.33
2022/08/31,14:30,1.3
2022/08/31,14:36,1.3
2022/08/31,14:42,1.29
2022/08/31,14:48,1.27
2022/08/31,14:54,1.27
2022/08/31,15:00,1.23
2022/08/31,15:06,1.21
2022/08/31,15:12,1.21
2022/08/31,15:18,1.18
2022/08/31,15:24,1.15
2022/08/31,15:30,1.13
2022/08/31,15:36,1.12
2022/08/31,15:42,1.11
2022/08/31,15:48,1.08
2022/08/31,15:54,1.06
2022/08/31,16:00,1
2022/08/31,16:06,0.96
2022/08/31,16:12,0.94
2022/08/31,16:18,0.9
2022/08/31,16:24,0.86
2022/08/31,16:30,0.83
2022/08/31,16:36,0.8
2022/08/31,16:42,0.78
2022/08/31,16:48,0.75
2022/08/31,16:54,0.71
2022/08/31,17:00,0.67
2022/08/31,17:06,0.65
2022/08/31,17:12,0.61
2022/08/31,17:18,0.59
2022/08/31,17:24,0.58
2022/08/31,17:30,0.56
2022/08/31,17:36,0.52
2022/08/31,17:42,0.5
2022/08/31,17:48,0.47
2022/08/31,17:54,0.44
2022/08/31,18:00,0.42
2022/08/31,18:06,0.41
2022/08/31,18:12,0.39
2022/08/31,18:18,0.37
2022/08/31,18:24,0.36
2022/08/31,18:30,0.34
2022/08/31,18:36,0.33
2022/08/31,18:42,0.32
2022/08/31,18:48,0.31
2022/08/31,18:54,0.3
2022/08/31,19:00,0.29
2022/08/31,19:06,0.27
2022/08/31,19:12,0.25
2022/08/31,19:18,0.24
2022/08/31,19:24,0.22
2022/08/31,19:30,0.21
2022/08/31,19:36,0.19
2022/08/31,19:42,0.17
2022/08/31,19:48,0.14
2022/08/31,19:54,0.13
2022/08/31,20:00,0.12
2022/08/31,20:06,0.11
2022/08/31,20:12,0.08
2022/08/31,20:18,0.09
2022/08/31,20:24,0.07
2022/08/31,20:30,0.06
2022/08/31,20:36,0.07
2022/08/31,20:42,0.07
2022/08/31,20:48,0.07
2022/08/31,20:54,0.08
2022/08/31,21:00,0.08
2022/08/31,21:06,0.1
2022/08/31,21:12,0.11
2022/08/31,21:18,0.12
2022/08/31,21:24,0.14
2022/08/31,21:30,0.18
2022/08/31,21:36,0.2
2022/08/31,21:42,0.23
2022/08/31,21:48,0.25
2022/08/31,21:54,0.28
2022/08/31,22:00,0.31
2022/08/31,22:06,0.33
2022/08/31,22:12,0.36
2022/08/31,22:18,0.41
2022/08/31,22:24,0.44
2022/08/31,22:30,0.48
2022/08/31,22:36,0.5
2022/08/31,22:42,0.53
2022/08/31,22:48,0.56
2022/08/31,22:54,0.58
2022/08/31,23:00,0.63
2022/08/31,23:06,0.66
2022/08/31,23:12,0.7
2022/08/31,23:18,0.74
2022/08/31,23:24,0.77
2022/08/31,23:30,0.8
2022/08/31,23:36,0.83
2022/08/31,23:42,0.88
2022/08/31,23:48,0.91
2022/08/31,23:54,0.97
2022/09/01,00:00,1.02
2022/09/01,00:06,1.04
2022/09/01,00:12,1.07
2022/09/01,00:18,1.11
2022/09/01,00:24,1.14
2022/09/01,00:30,1.17
2022/09/01,00:36,1.21
2022/09/01,00:42,1.25
2022/09/01,00:48,1.28
2022/09/01,00:54,1.32
2022/09/01,01:00,1.35
2022/09/01,01:06,1.37
2022/09/01,01:12,1.41
2022/09/01,01:18,1.44
2022/09/01,01:24,1.47
2022/09/01,01:30,1.49
2022/09/01,01:36,1.51
2022/09/01,01:42,1.53
2022/09/01,01:48,1.54
2022/09/01,01:54,1.56
2022/09/01,02:00,1.57
2022/09/01,02:06,1.58
2022/09/01,02:12,1.59
2022/09/01,02:18,1.61
2022/09/01,02:24,1.61
2022/09/01,02:30,1.62
2022/09/01,02:36,1.62
2022/09/01,02:42,1.62
2022/09/01,02:48,1.62
2022/09/01,02:54,1.62
2022/09/01,03:00,1.61
2022/09/01,03:06,1.59
2022/09/01,03:12,1.59
2022/09/01,03:18,1.58
2022/09/01,03:24,1.56
2022/09/01,03:30,1.55
2022/09/01,03:36,1.54
2022/09/01,03:42,1.53
2022/09/01,03:48,1.51
2022/09/01,03:54,1.49
2022/09/01,04:00,1.48
2022/09/01,04:06,1.46
2022/09/01,04:12,1.43
2022/09/01,04:18,1.4
2022/09/01,04:24,1.38
2022/09/01,04:30,1.36
2022/09/01,04:36,1.34
2022/09/01,04:42,1.32
2022/09/01,04:48,1.3
2022/09/01,04:54,1.29
2022/09/01,05:00,1.27
2022/09/01,05:06,1.26
2022/09/01,05:12,1.24
2022/09/01,05:18,1.22
2022/09/01,05:24,1.2
2022/09/01,05:30,1.18
2022/09/01,05:36,1.16
2022/09/01,05:42,1.13
2022/09/01,05:48,1.11
2022/09/01,05:54,1.09
2022/09/01,06:00,1.06
2022/09/01,06:06,1.03
2022/09/01,06:12,1.01
2022/09/01,06:18,0.99
2022/09/01,06:24,0.97
2022/09/01,06:30,0.95
2022/09/01,06:36,0.92
2022/09/01,06:42,0.9
2022/09/01,06:48,0.87
2022/09/01,06:54,0.85
2022/09/01,07:00,0.83
2022/09/01,07:06,0.81
2022/09/01,07:12,0.79
2022/09/01,07:18,0.78
2022/09/01,07:24,0.76
2022/09/01,07:30,0.74
2022/09/01,07:36,0.72
2022/09/01,07:42,0.71
2022/09/01,07:48,0.7
2022/09/01,07:54,0.69
2022/09/01,08:00,0.68
2022/09/01,08:06,0.67
2022/09/01,08:12,0.65
2022/09/01,08:18,0.64
2022/09/01,08:24,0.63
2022/09/01,08:30,0.63
2022/09/01,08:36,0.62
2022/09/01,08:42,0.62
2022/09/01,08:48,0.62
2022/09/01,08:54,0.63
2022/09/01,09:00,0.62
2022/09/01,09:06,0.62
2022/09/01,09:12,0.62
2022/09/01,09:18,0.61
2022/09/01,09:24,0.62
2022/09/01,09:30,0.63
2022/09/01,09:36,0.63
2022/09/01,09:42,0.64
2022/09/01,09:48,0.64
2022/09/01,09:54,0.64
2022/09/01,10:00,0.65
2022/09/01,10:06,0.67
2022/09/01,10:12,0.68
2022/09/01,10:18,0.69
2022/09/01,10:24,0.71
2022/09/01,10:30,0.73
2022/09/01,10:36,0.74
2022/09/01,10:42,0.76
2022/09/01,10:48,0.77
2022/09/01,10:54,0.8
2022/09/01,11:00,0.82
2022/09/01,11:06,0.84
2022/09/01,11:12,0.86
2022/09/01,11:18,0.88
2022/09/01,11:24,0.91
2022/09/01,11:30,0.93
2022/09/01,11:36,0.95
2022/09/01,11:42,0.98
2022/09/01,11:48,1
2022/09/01,11:54,1.03
2022/09/01,12:00,1.05
2022/09/01,12:06,1.07
2022/09/01,12:12,1.09
2022/09/01,12:18,1.12
2022/09/01,12:24,1.14
2022/09/01,12:30,1.17
2022/09/01,12:36,1.19
2022/09/01,12:42,1.21
2022/09/01,12:48,1.23
2022/09/01,12:54,1.25
2022/09/01,13:00,1.27
2022/09/01,13:06,1.29
2022/09/01,13:12,1.31
2022/09/01,13:18,1.33
2022/09/01,13:24,1.33
2022/09/01,13:30,1.35
2022/09/01,13:36,1.34
2022/09/01,13:42,1.35
2022/09/01,13:48,1.37
2022/09/01,13:54,1.37
2022/09/01,14:00,1.38
2022/09/01,14:06,1.4
2022/09/01,14:12,1.4
2022/09/01,14:18,1.41
2022/09/01,14:24,1.4
2022/09/01,14:30,1.41
2022/09/01,14:36,1.4
2022/09/01,14:42,1.41
2022/09/01,14:48,1.42
2022/09/01,14:54,1.42
2022/09/01,15:00,1.42
2022/09/01,15:06,1.42
2022/09/01,15:12,1.41
2022/09/01,15:18,1.42
2022/09/01,15:24,1.42
2022/09/01,15:30,1.41
2022/09/01,15:36,1.4
2022/09/01,15:42,1.4
2022/09/01,15:48,1.38
2022/09/01,15:54,1.37
2022/09/01,16:00,1.34
2022/09/01,16:06,1.31
2022/09/01,16:12,1.29
2022/09/01,16:18,1.27
2022/09/01,16:24,1.24
2022/09/01,16:30,1.22
2022/09/01,16:36,1.2
2022/09/01,16:42,1.16
2022/09/01,16:48,1.15
2022/09/01,16:54,1.13
2022/09/01,17:00,1.11
2022/09/01,17:06,1.08
2022/09/01,17:12,1.06
2022/09/01,17:18,1.01
2022/09/01,17:24,0.98
2022/09/01,17:30,0.95
2022/09/01,17:36,0.92
2022/09/01,17:42,0.91
2022/09/01,17:48,0.87
2022/09/01,17:54,0.83
2022/09/01,18:00,0.82
2022/09/01,18:06,0.79
2022/09/01,18:12,0.76
2022/09/01,18:18,0.75
2022/09/01,18:24,0.73
2022/09/01,18:30,0.71
2022/09/01,18:36,0.7
2022/09/01,18:42,0.69
2022/09/01,18:48,0.68
2022/09/01,18:54,0.66
2022/09/01,19:00,0.63
2022/09/01,19:06,0.6
2022/09/01,19:12,0.57
2022/09/01,19:18,0.57
2022/09/01,19:24,0.55
2022/09/01,19:30,0.53
2022/09/01,19:36,0.52
2022/09/01,19:42,0.49
2022/09/01,19:48,0.47
2022/09/01,19:54,0.44
2022/09/01,20:00,0.44
2022/09/01,20:06,0.43
2022/09/01,20:12,0.42
2022/09/01,20:18,0.4
2022/09/01,20:24,0.38
2022/09/01,20:30,0.37
2022/09/01,20:36,0.36
2022/09/01,20:42,0.35
2022/09/01,20:48,0.35
2022/09/01,20:54,0.36
2022/09/01,21:00,0.35
2022/09/01,21:06,0.35
2022/09/01,21:12,0.36
2022/09/01,21:18,0.37
2022/09/01,21:24,0.38
2022/09/01,21:30,0.39
2022/09/01,21:36,0.4
2022/09/01,21:42,0.42
2022/09/01,21:48,0.43
2022/09/01,21:54,0.44
2022/09/01,22:00,0.46
2022/09/01,22:06,0.49
2022/09/01,22:12,0.52
2022/09/01,22:18,0.56
2022/09/01,22:24,0.59
